MoviesName,Stars_1,Stars_2,Stars_3,Stars_4,Votes,Genre_1,Genre_2,Genre_3,Gross,Certification,Popularity
Conquest 1453,Devrim Evin,Ibrahim Celikkol,Dilek Serbest,Cengiz Coskun,"58,597",Action,Drama,History,0.07,15,nan
Valerian and the City of a Thousand Planets,Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna,"188,499",Action,Adventure,Fantasy,41.19,12A,289
Twister,Helen Hun,Bill Paxton,Cary Elwes,Jami Gertz,"202,945",Action,Adventure,Thriller,241.72,PG,476
Escape Room,Taylor Russell,Logan Miller,Jay Ellis,Tyler Labine,"131,046",Action,Adventure,Horror,57.01,15,612
The Punisher,Thomas Jane,John Travolta,Samantha Mathis,Laura Harring,"164,787",Action,Crime,Drama,33.81,18,855
Lucy,carlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,"511,855",Action,Sci-Fi,Thriller,126.66,15,857
Last Action Hero,Arnold Schwarzenegge,F. Murray Abraham,Art Carney,Charles Dance,"157,122",Action,Adventure,Comedy,50.02,15,882
The Day After Tomorrow,Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,"459,887",Action,Adventure,Sci-Fi,186.74,12A,890
Batman v Superman: Dawn of Justice,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,"712,093",Action,Adventure,Sci-Fi,330.36,12A,"1,007"
Triple Frontier,Ben Affleck,Oscar Isaac,Charlie Hunnam,Garrett Hedlund,"136,010",Action,Thriller,nan,nan,15,"1,346"
Greenland,Gerard Butle,Morena Baccarin,Roger Dale Floyd,Scott Glenn,"123,658",Action,Thriller,nan,nan,15,"1,389"
Godzilla,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Ken Watanabe,"422,909",Action,Adventure,Sci-Fi,200.68,12A,"1,407"
Tomorrowland: A World Beyond,George Clooney,Britt Robertson,Hugh Laurie,Raffey Cassidy,"186,312",Action,Adventure,Family,93.44,12A,"1,427"
Riddick,Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,"172,767",Action,Adventure,Sci-Fi,42.03,15,"1,445"
Death Race,Jason Statham,Joan Allen,Tyrese Gibson,Ian McShane,"213,596",Action,Sci-Fi,Thriller,36.32,15,"1,474"
The Mummy Returns,Brendan Frase,Rachel Weisz,John Hannah,Arnold Vosloo,"334,931",Action,Adventure,Fantasy,202.02,PG-13,"1,634"
The Sum of All Fears,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt,"120,272",Action,Drama,Thriller,118.91,12,"1,656"
Angel Has Fallen,Gerard Butle,Frederick Schmidt,Danny Huston,Rocci Boy Williams,"103,089",Action,Thriller,nan,69.03,15,"1,674"
Army of Thieves,Matthias Schweighöfe,Nathalie Emmanuel,Ruby O. Fee,Stuart Martin,"82,173",Action,Comedy,Crime,nan,15,"1,695"
Revenge,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède,"45,676",Action,Drama,Horror,0.10,18,"1,763"
Alien³,igourney Weave,Charles S. Dutton,Charles Dance,Paul McGann,"307,642",Action,Horror,Sci-Fi,55.47,R,"1,799"
The Expendables,ylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,"353,040",Action,Adventure,Thriller,103.07,18,"1,840"
Predators,Adrien Brody,Laurence Fishburne,Topher Grace,Alice Braga,"236,894",Action,Adventure,Fantasy,52.00,15,"1,868"
Need for Speed,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,"174,284",Action,Adventure,Thriller,43.58,12A,"1,958"
Hancock,Will Smith,Charlize Theron,Jason Bateman,Jae Head,"494,956",Action,Comedy,Drama,227.95,12A,"1,989"
The Three Musketeers,Charlie Sheen,Kiefer Sutherland,Chris O'Donnell,Oliver Platt,"56,945",Action,Adventure,Romance,53.90,PG,"2,321"
Now You See Me 2,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Dave Franco,"303,123",Action,Adventure,Comedy,65.08,12A,"2,536"
The World Is Not Enough,Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,"204,863",Action,Adventure,Thriller,126.94,12,"2,716"
Colombiana,Zoe Saldan,Michael Vartan,Callum Blue,Jordi Mollà,"104,074",Action,Drama,Thriller,36.67,15,"2,747"
Salt,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,"321,432",Action,Thriller,nan,118.31,15,"2,907"
Savages,Aaron Taylor-Johnson,Taylor Kitsch,Blake Lively,Benicio Del Toro,"132,296",Action,Crime,Drama,47.38,18,"2,915"
Pain & Gain,Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,"222,506",Action,Comedy,Crime,49.88,15,"3,006"
Faster,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,Mauricio Lopez,"109,851",Action,Crime,Drama,23.24,15,"3,049"
The Vault,Freddie Highmore,Astrid Bergès-Frisbey,Sam Riley,Liam Cunningham,"28,033",Action,Adventure,Thriller,nan,15,"3,115"
Rat Race,Breckin Meye,Amy Smart,Whoopi Goldberg,Vince Vieluf,"119,422",Action,Adventure,Comedy,56.62,12,"3,251"
Monsters vs. Aliens,Reese Witherspoon,Rainn Wilson,Stephen Colbert,Seth Rogen,"168,926",Animation,Action,Adventure,198.35,PG,"3,280"
Tango & Cash,ylvester Stallone,Kurt Russell,Teri Hatcher,Jack Palance,"109,513",Action,Comedy,Crime,63.41,18,"3,525"
Star Trek: Nemesis,Patrick Stew,Jonathan Frakes,Brent Spiner,LeVar Burton,"81,655",Action,Adventure,Sci-Fi,43.25,12A,"3,675"
The Lone Ranger,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,"239,203",Action,Adventure,Western,89.30,12A,"3,744"
Here Comes the Boom,Kevin Jame,Salma Hayek,Henry Winkler,Greg Germann,"93,442",Action,Comedy,Sport,45.29,12A,"4,003"
The Taking of Pelham 123,Denzel Washington,John Travolta,Luis Guzmán,Victor Gojcaj,"202,233",Action,Crime,Thriller,65.45,15,"4,015"
Kickboxer,Jean-Claude Van Damme,Dennis Alexio,Dennis Chan,Michel Qissi,"57,969",Action,Sport,Thriller,14.70,18,"4,076"
The Purge: Anarchy,Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,"156,664",Action,Horror,Sci-Fi,71.96,15,"4,158"
Star Trek: Insurrection,Patrick Stew,Jonathan Frakes,Brent Spiner,LeVar Burton,"77,360",Action,Adventure,Sci-Fi,70.12,PG,"4,173"
The Jackal,Bruce Willi,Richard Gere,Sidney Poitier,Diane Venora,"120,552",Action,Crime,Drama,54.93,18,"4,237"
Chaos,Jason Statham,Ryan Phillippe,Wesley Snipes,Henry Czerny,"56,176",Action,Crime,Drama,nan,15,"4,267"
The Angry Birds Movie 2,Jason Sudeiki,Josh Gad,Leslie Jones,Bill Hader,"32,069",Animation,Action,Adventure,41.66,U,"4,275"
DragonHeart,Dennis Quaid,Sean Connery,Dina Meyer,Pete Postlethwaite,"99,574",Action,Adventure,Fantasy,51.37,PG,"4,385"
Behind Enemy Lines,Gene Hackman,Owen Wilson,Gabriel Macht,Charles Malik Whitfield,"108,889",Action,Drama,Thriller,59.07,12,"4,575"
Killer Elite,Jason Statham,Clive Owen,Robert De Niro,Dominic Purcell,"132,908",Action,Crime,Thriller,25.12,15,"4,592"
Live by Night,Ben Affleck,Elle Fanning,Brendan Gleeson,Chris Messina,"58,557",Action,Crime,Drama,10.38,15,"4,614"
Darkman,Liam Neeson,Frances McDormand,Colin Friels,Larry Drake,"67,131",Action,Sci-Fi,Thriller,33.88,18,nan
Kill List,Neil Maskell,MyAnna Buring,Harry Simpson,Michael Smiley,"42,776",Action,Crime,Horror,0.03,18,nan
Act of Valour,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver,"70,351",Action,Adventure,Thriller,70.01,15,nan
The Siege,Denzel Washington,Bruce Willis,Annette Bening,Tony Shalhoub,"75,341",Action,Thriller,nan,40.98,15,nan
Let's Be Cops,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Nina Dobrev,"137,116",Action,Comedy,Crime,82.39,15,nan
Daybreakers,Ethan Hawke,Willem Dafoe,Sam Neill,Harriet Minto-Day,"131,647",Action,Horror,Sci-Fi,30.10,18,nan
The Omega Man,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,"32,780",Action,Drama,Sci-Fi,8.72,A,nan
Shaft,muel L. Jackson,Jessie T. Usher,Richard Roundtree,Regina Hall,"56,020",Action,Comedy,Crime,21.36,15,nan
Snitch,Dwayne Johnson,Susan Sarandon,Jon Bernthal,Rafi Gavron,"90,368",Action,Drama,Thriller,42.93,12A,nan
Contraband,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg,"124,634",Action,Crime,Drama,66.53,15,nan
The Prophecy,Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,"32,169",Action,Crime,Drama,16.12,18,nan
The Rover,Guy Pearce,Robert Pattinson,Scoot McNairy,David Field,"49,778",Action,Crime,Drama,1.11,15,nan
Blood Father,Mel Gibson,Erin Moriarty,Diego Luna,Michael Parks,"65,965",Action,Crime,Drama,nan,15,nan
Just Cause,ean Connery,Laurence Fishburne,Kate Capshaw,Blair Underwood,"28,246",Action,Crime,Drama,36.85,18,nan
Black Death,Eddie Redmayne,Sean Bean,Carice van Houten,Kimberley Nixon,"49,676",Action,Drama,History,0.02,15,nan
Batman: The Killing Joke,Kevin Conroy,Mark Hamill,Tara Strong,Ray Wise,"59,194",Animation,Action,Crime,3.78,15,nan
Dead Man Down,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,"69,094",Action,Crime,Drama,10.88,15,nan
Lock Up,ylvester Stallone,Donald Sutherland,John Amos,Sonny Landham,"44,680",Action,Crime,Drama,22.10,18,nan
Last Man Standing,Bruce Willi,Bruce Dern,William Sanderson,Christopher Walken,"59,506",Action,Crime,Drama,17.60,18,nan
Black and Blue,Naomie Harri,Tyrese Gibson,Frank Grillo,Mike Colter,"25,207",Action,Thriller,nan,22.06,15,nan
Basic,John Travol,Samuel L. Jackson,Connie Nielsen,Tim Daly,"64,501",Action,Crime,Drama,26.54,15,nan
Son of a Gun,Ewan McGrego,Brenton Thwaites,Alicia Vikander,Brendan Kerkvliet,"28,845",Action,Crime,Drama,0.00,15,nan
Final Fantasy: The Spirits Within,Alec Baldwin,Steve Buscemi,Ming-Na Wen,Ving Rhames,"83,012",Animation,Action,Adventure,32.13,PG,nan
From Paris with Love,John Travol,Jonathan Rhys Meyers,Kasia Smutniak,Richard Durden,"119,346",Action,Crime,Thriller,23.98,15,nan
Blood Work,Clint Eastwood,Jeff Daniels,Anjelica Huston,Wanda De Jesus,"46,351",Action,Crime,Drama,26.20,15,nan
How I Live Now,oirse Ronan,Tom Holland,George MacKay,Harley Bird,"31,213",Action,Adventure,Drama,0.06,15,nan
Ned Kelly,Heath Ledge,Orlando Bloom,Geoffrey Rush,Naomi Watts,"27,565",Action,Adventure,Biography,0.07,15,nan
Night Watch,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,Valeriy Zolotukhin,"54,670",Action,Fantasy,Horror,1.49,15,nan
Resident Evil: Degeneration,Paul Mercie,Alyson Court,Laura Bailey,Roger Craig Smith,"32,167",Animation,Action,Horror,nan,15,nan
Day Watch,Konstantin Khabenskiy,Mariya Poroshina,Vladimir Menshov,Galina Tyunina,"34,900",Action,Fantasy,Horror,0.45,15,nan
Redirected,Vinnie Jone,Scot Williams,Gil Darnell,Oliver Jackson,"34,322",Action,Comedy,Crime,nan,18,nan
Fast X,Vin Diesel,Michelle Rodriguez,Jason Statham,Jordana Brewster,"30,833",Action,Adventure,Crime,nan,12A,2
Operation Fortune: Ruse de Guerre,Jason Statham,Aubrey Plaza,Cary Elwes,Hugh Grant,"55,119",Action,Comedy,Thriller,nan,15,81
King Arthur,Clive Owen,Stephen Dillane,Keira Knightley,Ioan Gruffudd,"171,716",Action,Adventure,Drama,51.88,12A,228
Black Adam,Dwayne Johnson,Aldis Hodge,Pierce Brosnan,Noah Centineo,"246,171",Action,Adventure,Fantasy,168.15,12A,298
Eternals,Gemma Chan,Richard Madden,Angelina Jolie,Salma Hayek,"358,981",Action,Adventure,Fantasy,164.87,12A,322
Dune,Kyle MacLachlan,Virginia Madsen,Francesca Annis,Leonardo Cimino,"165,724",Action,Adventure,Sci-Fi,30.93,12,399
Uncharted,Tom Holland,Mark Wahlberg,Antonio Banderas,Sophia Ali,"227,893",Action,Adventure,nan,148.65,12A,425
The King's Man,Ralph Fienne,Gemma Arterton,Rhys Ifans,Harris Dickinson,"157,899",Action,Adventure,Thriller,37.18,15,466
Spider-Man 3,Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church,"607,527",Action,Adventure,Sci-Fi,336.53,12A,691
Red Notice,Dwayne Johnson,Ryan Reynolds,Gal Gadot,Ritu Arya,"290,779",Action,Comedy,Thriller,nan,12A,774
Godzilla vs. Kong,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Brian Tyree Henry,"219,751",Action,Sci-Fi,Thriller,100.92,12A,898
Central Intelligence,Dwayne Johnson,Kevin Hart,Danielle Nicolet,Amy Ryan,"200,178",Action,Comedy,Crime,127.44,12A,977
Sky High,Kurt Russell,Kelly Preston,Michael Angarano,Danielle Panabaker,"90,767",Action,Comedy,Family,63.95,PG,"1,032"
Terminator Genisys,Arnold Schwarzenegge,Jason Clarke,Emilia Clarke,Jai Courtney,"284,397",Action,Adventure,Sci-Fi,89.76,12A,"1,166"
Ocean's Eight,ndra Bullock,Cate Blanchett,Anne Hathaway,Mindy Kaling,"229,219",Action,Comedy,Crime,140.22,12A,"1,285"
The Last Stand,Arnold Schwarzenegge,Forest Whitaker,Johnny Knoxville,Rodrigo Santoro,"142,328",Action,Thriller,Western,12.05,15,"1,324"
Polar,Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren,"94,192",Action,Thriller,nan,nan,18,"1,341"
Tomb Raider,Alicia Vikande,Dominic West,Walton Goggins,Daniel Wu,"219,623",Action,Adventure,Fantasy,58.25,12A,"1,390"
White House Down,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,"228,451",Action,Drama,Thriller,73.10,12A,"1,560"
Terminator 3: Rise of the Machines,Arnold Schwarzenegge,Nick Stahl,Kristanna Loken,Claire Danes,"407,694",Action,Sci-Fi,nan,150.37,12A,"1,687"
Ghost in the Shell,carlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,"220,616",Action,Crime,Drama,40.56,12A,"1,810"
The Bodyguard,Kevin Costne,Whitney Houston,Gary Kemp,Bill Cobbs,"141,177",Action,Drama,Music,121.95,15,"1,873"
Knight and Day,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà,"202,449",Action,Adventure,Comedy,76.42,12A,"1,951"
Waterworld,Kevin Costne,Jeanne Tripplehorn,Dennis Hopper,Tina Majorino,"202,223",Action,Adventure,Sci-Fi,88.25,12,"2,026"
A View to a Kill,Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones,"101,109",Action,Adventure,Thriller,50.33,PG,"2,157"
Miss Congeniality,ndra Bullock,Michael Caine,Benjamin Bratt,Candice Bergen,"218,808",Action,Comedy,Crime,106.81,12,"2,285"
The Shallows,Blake Lively,Óscar Jaenada,Angelo Josue Lozano Corzo,Joseph Salas,"137,770",Action,Drama,Horror,55.12,15,"2,357"
Criminal,Kevin Costne,Ryan Reynolds,Gal Gadot,Gary Oldman,"68,167",Action,Sci-Fi,Thriller,14.27,15,"2,440"
Every Which Way But Loose,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Beverly D'Angelo,"28,733",Action,Comedy,nan,106.00,12,"2,451"
The American,George Clooney,Paolo Bonacelli,Violante Placido,Irina Björklund,"99,905",Action,Crime,Drama,35.61,15,"2,657"
Run Hide Fight,Isabel May,Radha Mitchell,Thomas Jane,Eli Brown,"25,327",Action,Crime,Drama,nan,15,"2,709"
Red Dawn,Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,"60,129",Action,Drama,Thriller,38.38,15,"2,817"
My Spy,Dave Bauti,Chloe Coleman,Parisa Fitz-Henley,Kristen Schaal,"32,417",Action,Comedy,nan,nan,12A,"2,898"
Maze Runner: The Scorch Trials,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,Giancarlo Esposito,"260,855",Action,Adventure,Sci-Fi,81.70,12A,"2,904"
Once Upon a Time in Mexico,Antonio Bande,Salma Hayek,Johnny Depp,Willem Dafoe,"165,859",Action,Crime,Thriller,56.36,15,"2,982"
Scouts Guide to the Zombie Apocalypse,Tye Sheridan,Logan Miller,Joey Morgan,Sarah Dumont,"52,527",Action,Comedy,Horror,3.64,15,"2,991"
Death Wish,Bruce Willi,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone,"74,080",Action,Crime,Drama,34.02,18,"3,169"
Bright,Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez,"194,879",Action,Fantasy,Thriller,nan,15,"3,210"
Beowulf,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright,"170,822",Animation,Action,Adventure,82.16,12A,"3,258"
Spectral,James Badge Dale,Emily Mortimer,Bruce Greenwood,Max Martini,"61,689",Action,Adventure,Sci-Fi,nan,12,"3,313"
Ninja Assassin,Rain,Rick Yune,Naomie Harris,Joon Lee,"73,843",Action,Thriller,nan,38.11,18,"3,331"
The Take,Idris Elb,Richard Madden,Charlotte Le Bon,Kelly Reilly,"46,981",Action,Crime,Drama,0.04,15,"3,360"
The Commuter,Liam Neeson,Vera Farmiga,Patrick Wilson,Jonathan Banks,"119,590",Action,Mystery,Thriller,36.34,15,"3,374"
Sand Castle,Nicholas Houl,Logan Marshall-Green,Henry Cavill,Glen Powell,"25,262",Action,Drama,War,nan,15,"3,445"
Predator 2,Danny Glove,Gary Busey,Kevin Peter Hall,Rubén Blades,"174,567",Action,Horror,Sci-Fi,30.67,18,"3,471"
Triple 9,Casey Affleck,Chiwetel Ejiofor,Anthony Mackie,Aaron Paul,"74,437",Action,Crime,Thriller,12.63,15,"3,482"
The Collector,Josh Stew,Andrea Roth,Juan Fernández,William Prael,"68,417",Action,Horror,Thriller,7.71,18,"3,526"
Angry Birds,Jason Sudeiki,Josh Gad,Danny McBride,Maya Rudolph,"97,564",Animation,Action,Adventure,107.51,U,"3,561"
Unlocked,Noomi Rapace,Orlando Bloom,Toni Collette,John Malkovich,"37,024",Action,Thriller,nan,nan,15,"3,702"
Guns Akimbo,Daniel Radcliffe,Samara Weaving,Ned Dennehy,Natasha Liu Bordizzo,"64,719",Action,Comedy,Crime,nan,18,"3,727"
Osmosis Jones,Laurence Fishburne,Chris Rock,David Hyde Pierce,Brandy Norwood,"37,365",Animation,Action,Adventure,13.60,PG,"3,861"
Surrogates,Bruce Willi,Radha Mitchell,Ving Rhames,Rosamund Pike,"177,695",Action,Sci-Fi,Thriller,38.58,12A,"3,911"
The Dead Pool,Clint Eastwood,Liam Neeson,Patricia Clarkson,Evan C. Kim,"47,343",Action,Crime,Mystery,37.90,18,"4,009"
The Black Cauldron,Grant Bardsley,Freddie Jones,Susan Sheridan,Nigel Hawthorne,"38,337",Animation,Action,Adventure,21.29,U,"4,109"
#Alive,Yoo Ah-in,Park Shin-Hye,Jeon Bae-soo,Hyun-Wook Lee,"43,436",Action,Drama,Horror,nan,15,"4,140"
Transporter 2,Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassmann,"208,249",Action,Crime,Thriller,43.10,15,"4,242"
Entrapment,ean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,"120,205",Action,Crime,Romance,87.70,12,"4,391"
Revolver,Jason Statham,Ray Liotta,André 3000,Vincent Pastore,"99,064",Action,Crime,Drama,0.08,15,"4,488"
Free Fire,harlto Copley,Brie Larson,Armie Hammer,Cillian Murphy,"48,250",Action,Comedy,Crime,1.80,15,"4,506"
Paycheck,Ben Affleck,Aaron Eckhart,Uma Thurman,Michael C. Hall,"110,852",Action,Mystery,Sci-Fi,53.79,12A,"4,621"
This Means War,Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger,"190,371",Action,Comedy,Romance,54.76,12A,nan
Blue Streak,Martin Lawrence,Luke Wilson,Peter Greene,Dave Chappelle,"85,947",Action,Comedy,Crime,68.52,12,nan
Centurion,Michael Fassbende,Dominic West,Olga Kurylenko,Andreas Wisniewski,"84,438",Action,Drama,History,0.12,15,nan
Assassins,ylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,"85,783",Action,Crime,Thriller,30.31,15,nan
Johnny English Reborn,Rowan Atkinson,Rosamund Pike,Dominic West,Roger Barclay,"135,355",Action,Adventure,Comedy,8.31,PG,nan
Mr. Right,Anna Kendrick,Sam Rockwell,Tim Roth,James Ransone,"58,103",Action,Comedy,Romance,0.03,15,nan
Risen,Joseph Fienne,Tom Felton,Peter Firth,Cliff Curtis,"29,548",Action,Drama,History,36.87,15,nan
Underworld: Awakening,Kate Beckinsale,Michael Ealy,India Eisley,Stephen Rea,"157,765",Action,Fantasy,Horror,62.32,18,nan
Repo Men,Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber,"108,790",Action,Sci-Fi,Thriller,13.79,18,nan
Escape from the Planet of the Apes,Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,"36,952",Action,Sci-Fi,nan,12.30,U,nan
Assault on Precinct 13,Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,"80,404",Action,Crime,Drama,19.98,15,nan
Nick of Time,Johnny Depp,Christopher Walken,Courtney Chase,Charles S. Dutton,"43,980",Action,Crime,Drama,8.17,15,nan
The 51st State,muel L. Jackson,Robert Carlyle,Emily Mortimer,Nigel Whitmey,"50,161",Action,Comedy,Crime,5.20,18,nan
Proof of Life,Meg Ryan,Russell Crowe,David Morse,Pamela Reed,"58,000",Action,Drama,Thriller,32.60,15,nan
ARQ,Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell,"40,484",Action,Sci-Fi,Thriller,nan,15,nan
7500,Joseph Gordon-Levi,Omid Memar,Aylin Tezel,Carlo Kitzlinger,"30,487",Action,Drama,Thriller,nan,15,nan
The Necessary Death of Charlie Countryman,hia LaBeouf,Evan Rachel Wood,Mads Mikkelsen,Til Schweiger,"29,151",Action,Comedy,Drama,0.01,15,nan
Toofaan,Farhan Akh,Mrunal Thakur,Paresh Rawal,Mohan Agashe,"51,775",Action,Drama,Sport,nan,nan,nan
Ant-Man and the Wasp: Quantumania,Paul Rudd,Evangeline Lilly,Michael Douglas,Michelle Pfeiffer,"159,977",Action,Adventure,Comedy,nan,12A,8
Mad Max Beyond Thunderdome,Mel Gibson,Tina Turner,Bruce Spence,Adam Cockburn,"141,424",Action,Adventure,Sci-Fi,36.20,15,111
Thor: Love and Thunder,Chris Hemsworth,Natalie Portman,Christian Bale,Tessa Thompson,"363,530",Action,Adventure,Comedy,343.26,12A,119
Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford,Cate Blanchett,Shia LaBeouf,Karen Allen,"465,208",Action,Adventure,nan,317.10,12A,333
Kindergarten Cop,Arnold Schwarzenegge,Penelope Ann Miller,Pamela Reed,Linda Hunt,"155,587",Action,Comedy,Crime,91.46,15,355
Terminator: Dark Fate,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Natalia Reyes,"184,458",Action,Adventure,Sci-Fi,62.25,15,686
Pearl Harbor,Ben Affleck,Kate Beckinsale,Josh Hartnett,William Lee Scott,"340,977",Action,Drama,History,198.54,12,785
Men in Black II,Tommy Lee Jone,Will Smith,Rip Torn,Lara Flynn Boyle,"386,731",Action,Adventure,Comedy,190.42,PG,841
Transformers: Dark of the Moon,hia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel,"417,998",Action,Adventure,Sci-Fi,352.39,12A,"1,168"
Austin Powers in Goldmember,Mike Mye,Beyoncé,Seth Green,Michael York,"215,812",Action,Adventure,Comedy,213.31,12,"1,245"
The Karate Kid,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han,"193,258",Action,Drama,Family,176.59,PG,"1,355"
Deep Impact,Robert Duvall,Téa Leoni,Elijah Wood,Morgan Freeman,"183,262",Action,Drama,Sci-Fi,140.46,12,"1,369"
Knowing,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,"240,402",Action,Mystery,Sci-Fi,79.96,15,"1,403"
The Legend of Tarzan,Alexander Skarsgård,Rory J Saper,Christian Stevens,Christoph Waltz,"181,335",Action,Adventure,Drama,126.64,12A,"1,643"
300: Rise of an Empire,ullivan Stapleton,Eva Green,Lena Headey,Hans Matheson,"307,813",Action,Drama,nan,106.58,15,"1,713"
Hitman,Timothy Olyphan,Dougray Scott,Olga Kurylenko,Robert Knepper,"173,827",Action,Crime,Thriller,39.69,15,"1,853"
Total Recall,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,"259,751",Action,Adventure,Sci-Fi,58.88,12A,"1,963"
American Assassin,Dylan O'Brien,Michael Keaton,Sanaa Lathan,Taylor Kitsch,"85,696",Action,Thriller,nan,36.25,18,"1,990"
Kate,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau,Tadanobu Asano,"65,905",Action,Adventure,Crime,nan,15,"2,002"
Reign of Fire,Matthew McConaughey,Christian Bale,Izabella Scorupco,Gerard Butler,"140,697",Action,Adventure,Fantasy,43.06,12,"2,003"
Alien Resurrection,igourney Weave,Winona Ryder,Dominique Pinon,Ron Perlman,"254,175",Action,Horror,Sci-Fi,47.75,18,"2,020"
Dracula Untold,Luke Evan,Dominic Cooper,Sarah Gadon,Art Parkinson,"201,158",Action,Drama,Fantasy,56.28,15,"2,097"
Dick Tracy,Warren Beatty,Madonna,Al Pacino,Charlie Korsmo,"63,760",Action,Comedy,Crime,103.74,PG,"2,218"
Transcendence,Johnny Depp,Rebecca Hall,Morgan Freeman,Cillian Murphy,"233,361",Action,Drama,Sci-Fi,23.02,12A,"2,272"
Insurgent,hailene Woodley,Ansel Elgort,Theo James,Kate Winslet,"245,242",Action,Adventure,Sci-Fi,130.18,12A,"2,390"
3 Days to Kill,Kevin Costne,Hailee Steinfeld,Connie Nielsen,Amber Heard,"95,493",Action,Drama,Thriller,30.70,12A,"2,409"
Grimsby,cha Baron Cohen,Mark Strong,Rebel Wilson,Freddie Crowder,"106,578",Action,Adventure,Comedy,6.86,15,"2,501"
Small Soldiers,Kirsten Dun,Gregory Smith,David Cross,Jay Mohr,"102,380",Action,Adventure,Comedy,54.68,PG,"2,580"
In the Shadow of the Moon,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall,"56,430",Action,Crime,Mystery,nan,15,"2,594"
Rush Hour 3,Jackie Chan,Chris Tucker,Max von Sydow,Hiroyuki Sanada,"174,997",Action,Comedy,Crime,140.13,12A,"2,617"
The Cannonball Run,Burt Reynold,Roger Moore,Farrah Fawcett,Dom DeLuise,"38,102",Action,Comedy,Sport,72.18,A,"2,649"
Blown Away,Jeff Bridge,Tommy Lee Jones,Suzy Amis,Lloyd Bridges,"32,504",Action,Crime,Drama,30.16,15,"2,684"
Maze Runner: The Death Cure,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster,"149,489",Action,Adventure,Sci-Fi,58.03,12A,"2,793"
Time Trap,Reiley McClendon,Cassidy Gifford,Brianne Howey,Olivia Draguicevich,"39,859",Action,Adventure,Mystery,nan,12,"2,805"
Spenser Confidential,Mark Wahlberg,Winston Duke,Alan Arkin,Iliza Shlesinger,"92,642",Action,Comedy,Crime,nan,15,"2,849"
